"","genus","family","order","richness"
"Condylidium","Condylidium","Asteraceae","Asterales",2
"Condylopodium","Condylopodium","Asteraceae","Asterales",6
"Conocliniopsis","Conocliniopsis","Asteraceae","Asterales",1
"Conoclinium","Conoclinium","Asteraceae","Asterales",4
"Constancea","Constancea","Asteraceae","Asterales",1
"Conyza","Conyza","Asteraceae","Asterales",167
"Conyzigeron","Conyzigeron","Asteraceae","Asterales",1
"Coreocarpus","Coreocarpus","Asteraceae","Asterales",6
"Coreopsis","Coreopsis","Asteraceae","Asterales",97
"Corethamnium","Corethamnium","Asteraceae","Asterales",1
"Corethrogyne","Corethrogyne","Asteraceae","Asterales",1
"Coronidium","Coronidium","Asteraceae","Asterales",9
"Corymbium","Corymbium","Asteraceae","Asterales",9
"Cosmos","Cosmos","Asteraceae","Asterales",39
"Cota","Cota","Asteraceae","Asterales",2
"Cotula","Cotula","Asteraceae","Asterales",61
"Coulterella","Coulterella","Asteraceae","Asterales",1
"Cousinia","Cousinia","Asteraceae","Asterales",689
"Cousiniopsis","Cousiniopsis","Asteraceae","Asterales",1
"Craspedia","Craspedia","Asteraceae","Asterales",24
"Crassocephalum","Crassocephalum","Asteraceae","Asterales",24
"Cratystylis","Cratystylis","Asteraceae","Asterales",4
"Cremanthodium","Cremanthodium","Asteraceae","Asterales",71
"Cremnothamnus","Cremnothamnus","Asteraceae","Asterales",1
"Crepi-Hieracium","Crepi-Hieracium","Asteraceae","Asterales",1
"Crepidiastrixeris","Crepidiastrixeris","Asteraceae","Asterales",3
"Crepidiastrum","Crepidiastrum","Asteraceae","Asterales",12
"Crepis","Crepis","Asteraceae","Asterales",223
"Crinitaria","Crinitaria","Asteraceae","Asterales",2
"Criscia","Criscia","Asteraceae","Asterales",1
"Critonia","Critonia","Asteraceae","Asterales",28
"Critoniadelphus","Critoniadelphus","Asteraceae","Asterales",2
"Critoniella","Critoniella","Asteraceae","Asterales",6
"Critoniopsis","Critoniopsis","Asteraceae","Asterales",88
"Crocidium","Crocidium","Asteraceae","Asterales",2
"Cronquistianthus","Cronquistianthus","Asteraceae","Asterales",25
"Croptilon","Croptilon","Asteraceae","Asterales",3
"Crossostephium","Crossostephium","Asteraceae","Asterales",3
"Crossothamnus","Crossothamnus","Asteraceae","Asterales",4
"Crupina","Crupina","Asteraceae","Asterales",5
"Cryptostemma","Cryptostemma","Asteraceae","Asterales",1
"Cuatrecasanthus","Cuatrecasanthus","Asteraceae","Asterales",3
"Cuatrecasasiella","Cuatrecasasiella","Asteraceae","Asterales",2
"Cuchumatanea","Cuchumatanea","Asteraceae","Asterales",1
"Culcitium","Culcitium","Asteraceae","Asterales",6
"Cullumia","Cullumia","Asteraceae","Asterales",16
"Cuniculotinus","Cuniculotinus","Asteraceae","Asterales",1
"Cuspidia","Cuspidia","Asteraceae","Asterales",1
"Cyanthillium","Cyanthillium","Asteraceae","Asterales",2
"Cyanus","Cyanus","Asteraceae","Asterales",5
"Cyathocline","Cyathocline","Asteraceae","Asterales",4
"Cyathomone","Cyathomone","Asteraceae","Asterales",1
"Cyclolepis","Cyclolepis","Asteraceae","Asterales",1
"Cylindrocline","Cylindrocline","Asteraceae","Asterales",2
"Cymbolaena","Cymbolaena","Asteraceae","Asterales",1
"Cymbonotus","Cymbonotus","Asteraceae","Asterales",2
"Cymbopappus","Cymbopappus","Asteraceae","Asterales",4
"Cymophora","Cymophora","Asteraceae","Asterales",4
"Cynara","Cynara","Asteraceae","Asterales",10
"Cyrtocymura","Cyrtocymura","Asteraceae","Asterales",4
"Dacryotrichia","Dacryotrichia","Asteraceae","Asterales",1
"Dahlia","Dahlia","Asteraceae","Asterales",38
"Damnamenia","Damnamenia","Asteraceae","Asterales",1
"Damnxanthodium","Damnxanthodium","Asteraceae","Asterales",1
"Darwiniothamnus","Darwiniothamnus","Asteraceae","Asterales",3
"Dasyandantha","Dasyandantha","Asteraceae","Asterales",1
"Dasyanthina","Dasyanthina","Asteraceae","Asterales",2
"Dasycondylus","Dasycondylus","Asteraceae","Asterales",8
"Dasyphyllum","Dasyphyllum","Asteraceae","Asterales",41
"Dauresia","Dauresia","Asteraceae","Asterales",1
"Daveaua","Daveaua","Asteraceae","Asterales",1
"Decachaeta","Decachaeta","Asteraceae","Asterales",8
"Decastylocarpus","Decastylocarpus","Asteraceae","Asterales",1
"Decazesia","Decazesia","Asteraceae","Asterales",1
"Deinandra","Deinandra","Asteraceae","Asterales",18
"Delairea","Delairea","Asteraceae","Asterales",1
"Delamerea","Delamerea","Asteraceae","Asterales",1
"Delilia","Delilia","Asteraceae","Asterales",3
"Delwiensia","Delwiensia","Asteraceae","Asterales",1
"Dendranthema","Dendranthema","Asteraceae","Asterales",37
"Dendrocacalia","Dendrocacalia","Asteraceae","Asterales",2
"Dendrophorbium","Dendrophorbium","Asteraceae","Asterales",68
"Dendrosenecio","Dendrosenecio","Asteraceae","Asterales",11
"Dendroseris","Dendroseris","Asteraceae","Asterales",12
"Desmanthodium","Desmanthodium","Asteraceae","Asterales",8
"Dewildemania","Dewildemania","Asteraceae","Asterales",7
"Diacranthera","Diacranthera","Asteraceae","Asterales",2
"Dianthoseris","Dianthoseris","Asteraceae","Asterales",1
"Diaperia","Diaperia","Asteraceae","Asterales",3
"Diaphractanthus","Diaphractanthus","Asteraceae","Asterales",1
"Diaspananthus","Diaspananthus","Asteraceae","Asterales",1
"Dicercoclados","Dicercoclados","Asteraceae","Asterales",1
"Dicerothamnus","Dicerothamnus","Asteraceae","Asterales",2
"Dichaetophora","Dichaetophora","Asteraceae","Asterales",1
"Dichrocephala","Dichrocephala","Asteraceae","Asterales",5
"Dichromochlamys","Dichromochlamys","Asteraceae","Asterales",1
"Dicoma","Dicoma","Asteraceae","Asterales",36
"Dicoria","Dicoria","Asteraceae","Asterales",3
"Dicranocarpus","Dicranocarpus","Asteraceae","Asterales",1
"Didelta","Didelta","Asteraceae","Asterales",2
"Dielitzia","Dielitzia","Asteraceae","Asterales",1
"Dieteria","Dieteria","Asteraceae","Asterales",2
"Digitacalia","Digitacalia","Asteraceae","Asterales",5
"Dillandia","Dillandia","Asteraceae","Asterales",2
"Dimeresia","Dimeresia","Asteraceae","Asterales",1
"Dimerostemma","Dimerostemma","Asteraceae","Asterales",12
"Dimorphocoma","Dimorphocoma","Asteraceae","Asterales",1
"Dimorphotheca","Dimorphotheca","Asteraceae","Asterales",21
"Dinoseris","Dinoseris","Asteraceae","Asterales",1
"Diodontium","Diodontium","Asteraceae","Asterales",1
"Diplazoptilon","Diplazoptilon","Asteraceae","Asterales",2
"Diplopappus","Diplopappus","Asteraceae","Asterales",1
"Diplostephium","Diplostephium","Asteraceae","Asterales",117
"Dipterocome","Dipterocome","Asteraceae","Asterales",1
"Dipterocypsela","Dipterocypsela","Asteraceae","Asterales",1
"Disparago","Disparago","Asteraceae","Asterales",4
"Dissothrix","Dissothrix","Asteraceae","Asterales",1
"Distephanus","Distephanus","Asteraceae","Asterales",23
"Disynaphia","Disynaphia","Asteraceae","Asterales",5
"Dithyrostegia","Dithyrostegia","Asteraceae","Asterales",2
"Dittrichia","Dittrichia","Asteraceae","Asterales",2
"Doellia","Doellia","Asteraceae","Asterales",1
"Doellingeria","Doellingeria","Asteraceae","Asterales",10
"Dolichlasium","Dolichlasium","Asteraceae","Asterales",1
"Dolichoglottis","Dolichoglottis","Asteraceae","Asterales",2
"Dolichorrhiza","Dolichorrhiza","Asteraceae","Asterales",4
"Dolichothrix","Dolichothrix","Asteraceae","Asterales",1
"Dolomiaea","Dolomiaea","Asteraceae","Asterales",15
"Doniophyton","Doniophyton","Asteraceae","Asterales",2
"Dorobaea","Dorobaea","Asteraceae","Asterales",3
"Doronicum","Doronicum","Asteraceae","Asterales",39
"Dresslerothamnus","Dresslerothamnus","Asteraceae","Asterales",3
"Dubautia","Dubautia","Asteraceae","Asterales",40
"Dubyaea","Dubyaea","Asteraceae","Asterales",18
"Dugaldia","Dugaldia","Asteraceae","Asterales",2
"Dugesia","Dugesia","Asteraceae","Asterales",1
"Duhaldea","Duhaldea","Asteraceae","Asterales",12
"Duidaea","Duidaea","Asteraceae","Asterales",4
"Duseniella","Duseniella","Asteraceae","Asterales",1
"Dymondia","Dymondia","Asteraceae","Asterales",1
"Dyscritothamnus","Dyscritothamnus","Asteraceae","Asterales",2
"Dysodiopsis","Dysodiopsis","Asteraceae","Asterales",1
"Dyssodia","Dyssodia","Asteraceae","Asterales",7
"Eastwoodia","Eastwoodia","Asteraceae","Asterales",1
"Eatonella","Eatonella","Asteraceae","Asterales",1
"Echinacea","Echinacea","Asteraceae","Asterales",10
"Echinocoryne","Echinocoryne","Asteraceae","Asterales",6
"Echinops","Echinops","Asteraceae","Asterales",190
"Eclipta","Eclipta","Asteraceae","Asterales",9
"Edmondia","Edmondia","Asteraceae","Asterales",3
"Edwartiothamnus","Edwartiothamnus","Asteraceae","Asterales",1
"Egletes","Egletes","Asteraceae","Asterales",10
"Eirmocephala","Eirmocephala","Asteraceae","Asterales",2
"Eitenia","Eitenia","Asteraceae","Asterales",2
"Ekmania","Ekmania","Asteraceae","Asterales",1
"Ekmaniopappus","Ekmaniopappus","Asteraceae","Asterales",1
"Elachanthemum","Elachanthemum","Asteraceae","Asterales",1
"Elachanthus","Elachanthus","Asteraceae","Asterales",2
"Elaphandra","Elaphandra","Asteraceae","Asterales",13
"Elekmania","Elekmania","Asteraceae","Asterales",9
"Elephantopus","Elephantopus","Asteraceae","Asterales",25
"Eleutheranthera","Eleutheranthera","Asteraceae","Asterales",2
"Ellenbergia","Ellenbergia","Asteraceae","Asterales",1
"Elytropappus","Elytropappus","Asteraceae","Asterales",3
"Embergeria","Embergeria","Asteraceae","Asterales",1
"Emilia","Emilia","Asteraceae","Asterales",116
"Emiliella","Emiliella","Asteraceae","Asterales",6
"Encelia","Encelia","Asteraceae","Asterales",21
"Enceliopsis","Enceliopsis","Asteraceae","Asterales",3
"Endocellion","Endocellion","Asteraceae","Asterales",1
"Engelmannia","Engelmannia","Asteraceae","Asterales",2
"Engleria","Engleria","Asteraceae","Asterales",2
"Enydra","Enydra","Asteraceae","Asterales",5
"Epallage","Epallage","Asteraceae","Asterales",2
"Epaltes","Epaltes","Asteraceae","Asterales",9
"Epilasia","Epilasia","Asteraceae","Asterales",3
"Epitriche","Epitriche","Asteraceae","Asterales",1
"Erato","Erato","Asteraceae","Asterales",5
"Erechtites","Erechtites","Asteraceae","Asterales",12
"Eremanthus","Eremanthus","Asteraceae","Asterales",27
"Eremothamnus","Eremothamnus","Asteraceae","Asterales",1
"Eriachaenium","Eriachaenium","Asteraceae","Asterales",1
"Ericameria","Ericameria","Asteraceae","Asterales",39
"Ericentrodea","Ericentrodea","Asteraceae","Asterales",6
"Erigerodes","Erigerodes","Asteraceae","Asterales",1
"Erigeron","Erigeron","Asteraceae","Asterales",458
"Eriocephalus","Eriocephalus","Asteraceae","Asterales",35
"Eriochlamys","Eriochlamys","Asteraceae","Asterales",4
"Eriocoma","Eriocoma","Asteraceae","Asterales",1
"Eriophyllum","Eriophyllum","Asteraceae","Asterales",14
"Eriotrix","Eriotrix","Asteraceae","Asterales",2
"Erlangea","Erlangea","Asteraceae","Asterales",15
"Erodiophyllum","Erodiophyllum","Asteraceae","Asterales",2
"Erymophyllum","Erymophyllum","Asteraceae","Asterales",5
"Eryngiophyllum","Eryngiophyllum","Asteraceae","Asterales",2
"Erythrocephalum","Erythrocephalum","Asteraceae","Asterales",15
"Espejoa","Espejoa","Asteraceae","Asterales",1
"Espeletia","Espeletia","Asteraceae","Asterales",73
"Espeletiopsis","Espeletiopsis","Asteraceae","Asterales",24
"Ethulia","Ethulia","Asteraceae","Asterales",17
"Ethuliopsis","Ethuliopsis","Asteraceae","Asterales",1
"Eucephalus","Eucephalus","Asteraceae","Asterales",10
"Euchiton","Euchiton","Asteraceae","Asterales",17
"Eumorphia","Eumorphia","Asteraceae","Asterales",6
"Eupatoriastrum","Eupatoriastrum","Asteraceae","Asterales",5
"Eupatorina","Eupatorina","Asteraceae","Asterales",1
"Eupatoriopsis","Eupatoriopsis","Asteraceae","Asterales",1
"Eupatorium","Eupatorium","Asteraceae","Asterales",254
"Euphrosyne","Euphrosyne","Asteraceae","Asterales",1
"Eurybia","Eurybia","Asteraceae","Asterales",24
"Euryops","Euryops","Asteraceae","Asterales",98
"Eutetras","Eutetras","Asteraceae","Asterales",2
"Euthamia","Euthamia","Asteraceae","Asterales",4
"Eutrochium","Eutrochium","Asteraceae","Asterales",5
"Evacidium","Evacidium","Asteraceae","Asterales",1
"Evax","Evax","Asteraceae","Asterales",1
"Ewartia","Ewartia","Asteraceae","Asterales",5
"Exomiocarpon","Exomiocarpon","Asteraceae","Asterales",1
"Faberia","Faberia","Asteraceae","Asterales",7
"Facelis","Facelis","Asteraceae","Asterales",3
"Farfugium","Farfugium","Asteraceae","Asterales",2
"Faujasia","Faujasia","Asteraceae","Asterales",4
"Faujasiopsis","Faujasiopsis","Asteraceae","Asterales",3
"Faxonia","Faxonia","Asteraceae","Asterales",1
"Feddea","Feddea","Asteraceae","Asterales",1
"Feldstonia","Feldstonia","Asteraceae","Asterales",1
"Felicia","Felicia","Asteraceae","Asterales",84
"Fenixia","Fenixia","Asteraceae","Asterales",1
"Ferreyranthus","Ferreyranthus","Asteraceae","Asterales",8
"Ferreyrella","Ferreyrella","Asteraceae","Asterales",2
"Filago","Filago","Asteraceae","Asterales",45
"Filfia","Filfia","Asteraceae","Asterales",1
"Filifolium","Filifolium","Asteraceae","Asterales",1
"Fitchia","Fitchia","Asteraceae","Asterales",7
"Fitzwillia","Fitzwillia","Asteraceae","Asterales",1
"Flaveria","Flaveria","Asteraceae","Asterales",23
"Fleischmannia","Fleischmannia","Asteraceae","Asterales",89
"Fleischmanniopsis","Fleischmanniopsis","Asteraceae","Asterales",3
"Florestina","Florestina","Asteraceae","Asterales",8
"Floscaldasia","Floscaldasia","Asteraceae","Asterales",2
"Flosmutisia","Flosmutisia","Asteraceae","Asterales",1
"Flourensia","Flourensia","Asteraceae","Asterales",33
"Flyriella","Flyriella","Asteraceae","Asterales",4
"Formania","Formania","Asteraceae","Asterales",1
"Foveolina","Foveolina","Asteraceae","Asterales",4
"Freya","Freya","Asteraceae","Asterales",1
"Frolovia","Frolovia","Asteraceae","Asterales",1
"Fulcaldea","Fulcaldea","Asteraceae","Asterales",1
"Gaillardia","Gaillardia","Asteraceae","Asterales",23
"Galactites","Galactites","Asteraceae","Asterales",3
"Galatella","Galatella","Asteraceae","Asterales",33
"Galeana","Galeana","Asteraceae","Asterales",2
"Galeomma","Galeomma","Asteraceae","Asterales",2
"Galinsoga","Galinsoga","Asteraceae","Asterales",19
"Gamochaeta","Gamochaeta","Asteraceae","Asterales",56
"Gamochaetopsis","Gamochaetopsis","Asteraceae","Asterales",1
"Garberia","Garberia","Asteraceae","Asterales",1
"Garcibarrigoa","Garcibarrigoa","Asteraceae","Asterales",2
"Gardnerina","Gardnerina","Asteraceae","Asterales",1
"Garhadiolus","Garhadiolus","Asteraceae","Asterales",1
"Garuleum","Garuleum","Asteraceae","Asterales",8
"Gazania","Gazania","Asteraceae","Asterales",19
"Geigeria","Geigeria","Asteraceae","Asterales",30
"Geissolepis","Geissolepis","Asteraceae","Asterales",1
"Geraea","Geraea","Asteraceae","Asterales",2
"Gerbera","Gerbera","Asteraceae","Asterales",38
"Geropogon","Geropogon","Asteraceae","Asterales",1
"Gibbaria","Gibbaria","Asteraceae","Asterales",1
"Gilberta","Gilberta","Asteraceae","Asterales",1
"Gilruthia","Gilruthia","Asteraceae","Asterales",1
"Gladiopappus","Gladiopappus","Asteraceae","Asterales",1
"Glebionis","Glebionis","Asteraceae","Asterales",2
"Glossarion","Glossarion","Asteraceae","Asterales",2
"Glossocardia","Glossocardia","Asteraceae","Asterales",12
"Glossogyne","Glossogyne","Asteraceae","Asterales",2
"Glossopappus","Glossopappus","Asteraceae","Asterales",1
"Glyptopleura","Glyptopleura","Asteraceae","Asterales",2
"Gnaphaliothamnus","Gnaphaliothamnus","Asteraceae","Asterales",1
"Gnaphalium","Gnaphalium","Asteraceae","Asterales",107
"Gnephosis","Gnephosis","Asteraceae","Asterales",17
"Gnomophalium","Gnomophalium","Asteraceae","Asterales",1
"Gochnatia","Gochnatia","Asteraceae","Asterales",72
"Goldmanella","Goldmanella","Asteraceae","Asterales",1
"Gongrostylus","Gongrostylus","Asteraceae","Asterales",2
"Gongrothamnus","Gongrothamnus","Asteraceae","Asterales",1
"Gongylolepis","Gongylolepis","Asteraceae","Asterales",15
"Goniocaulon","Goniocaulon","Asteraceae","Asterales",1
"Gonospermum","Gonospermum","Asteraceae","Asterales",4
"Gorceixia","Gorceixia","Asteraceae","Asterales",1
"Gorteria","Gorteria","Asteraceae","Asterales",3
"Gossweilera","Gossweilera","Asteraceae","Asterales",2
"Goyazianthus","Goyazianthus","Asteraceae","Asterales",1
"Grangea","Grangea","Asteraceae","Asterales",8
"Grangeopsis","Grangeopsis","Asteraceae","Asterales",1
"Graphistylis","Graphistylis","Asteraceae","Asterales",8
"Gratwickia","Gratwickia","Asteraceae","Asterales",1
"Grauanthus","Grauanthus","Asteraceae","Asterales",2
"Grazielia","Grazielia","Asteraceae","Asterales",8
"Greenmaniella","Greenmaniella","Asteraceae","Asterales",1
"Grindelia","Grindelia","Asteraceae","Asterales",67
"Grisebachianthus","Grisebachianthus","Asteraceae","Asterales",8
"Grosvenoria","Grosvenoria","Asteraceae","Asterales",6
"Guardiola","Guardiola","Asteraceae","Asterales",14
"Guayania","Guayania","Asteraceae","Asterales",6
"Guevaria","Guevaria","Asteraceae","Asterales",5
"Guizotia","Guizotia","Asteraceae","Asterales",9
"Gundelia","Gundelia","Asteraceae","Asterales",2
"Gundlachia","Gundlachia","Asteraceae","Asterales",9
"Gutenbergia","Gutenbergia","Asteraceae","Asterales",24
"Gutierrezia","Gutierrezia","Asteraceae","Asterales",32
"Guynesomia","Guynesomia","Asteraceae","Asterales",1
"Gymnanthemum","Gymnanthemum","Asteraceae","Asterales",1
"Gymnarrhena","Gymnarrhena","Asteraceae","Asterales",1
"Gymnaster","Gymnaster","Asteraceae","Asterales",2
"Gymnocondylus","Gymnocondylus","Asteraceae","Asterales",1
"Gymnocoronis","Gymnocoronis","Asteraceae","Asterales",2
"Gymnodiscus","Gymnodiscus","Asteraceae","Asterales",2
"Gymnolaena","Gymnolaena","Asteraceae","Asterales",3
"Gymnolomia","Gymnolomia","Asteraceae","Asterales",2
"Gymnopentzia","Gymnopentzia","Asteraceae","Asterales",1
"Gymnostephium","Gymnostephium","Asteraceae","Asterales",8
"Gynoxys","Gynoxys","Asteraceae","Asterales",126
"Gynura","Gynura","Asteraceae","Asterales",47
"Gypothamnium","Gypothamnium","Asteraceae","Asterales",1
"Gyptis","Gyptis","Asteraceae","Asterales",2
"Gyrodoma","Gyrodoma","Asteraceae","Asterales",1
"Haastia","Haastia","Asteraceae","Asterales",4
"Haeckeria","Haeckeria","Asteraceae","Asterales",3
"Haegiela","Haegiela","Asteraceae","Asterales",1
"Handelia","Handelia","Asteraceae","Asterales",1
"Haplocarpha","Haplocarpha","Asteraceae","Asterales",12
"Haploesthes","Haploesthes","Asteraceae","Asterales",3
"Haplopappus","Haplopappus","Asteraceae","Asterales",69
"Haptotrichion","Haptotrichion","Asteraceae","Asterales",2
"Harleya","Harleya","Asteraceae","Asterales",1
"Harmonia","Harmonia","Asteraceae","Asterales",5
"Harnackia","Harnackia","Asteraceae","Asterales",1
"Hartwrightia","Hartwrightia","Asteraceae","Asterales",1
"Hasteola","Hasteola","Asteraceae","Asterales",3
"Hatschbachiella","Hatschbachiella","Asteraceae","Asterales",2
"Hazardia","Hazardia","Asteraceae","Asterales",11
"Hebeclinium","Hebeclinium","Asteraceae","Asterales",26
"Hecastocleis","Hecastocleis","Asteraceae","Asterales",1
"Hedosyne","Hedosyne","Asteraceae","Asterales",1
"Hedypnois","Hedypnois","Asteraceae","Asterales",2
"Helenium","Helenium","Asteraceae","Asterales",39
"Helianthella","Helianthella","Asteraceae","Asterales",10
"Helianthus","Helianthus","Asteraceae","Asterales",60
"Helichrysopsis","Helichrysopsis","Asteraceae","Asterales",1
"Helichrysum","Helichrysum","Asteraceae","Asterales",486
"Heliocauta","Heliocauta","Asteraceae","Asterales",1
"Heliomeris","Heliomeris","Asteraceae","Asterales",5
"Heliopsis","Heliopsis","Asteraceae","Asterales",15
